X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
22775,N. Fork Little River Mps #5,North America,36.92278,-87.49555,USGS,record,"Global Dam Tracker:A database of more than 45854dams with location,catchment,and attribute information",7,1.619561676,0.171617,187,102,39,21.4,212.4
21450,"Shawnee County, Lake Shawnee Dam",North America,39.015,-95.6283,USGS,record,"Global Dam Tracker:A database of more than 45855dams with location,catchment,and attribute information",7,14.06169315,26.0291,302,74,30,21.2,76.5
22764,Cherrystone Creek Dam #1,North America,36.85,-79.43333,USGS,record,"Global Dam Tracker:A database of more than 45856dams with location,catchment,and attribute information",7,1.346962186,37.2551,232,152,30,19.9,18.8
21605,Mannington Water Supply Dam,North America,39,-80,USGS,record,"Global Dam Tracker:A database of more than 45857dams with location,catchment,and attribute information",7,0.281233863,0.166825,622,322,120,16,130.4
20613,Little Buffalo Creek,North America,40.455,-77.17333,USGS,record,"Global Dam Tracker:A database of more than 45858dams with location,catchment,and attribute information",7,1.258151492,35.1276,199,381,57,18.9,98
25360,Jurun Marinala,North America,14.39,-90.711,Aquastat; datasets.wri.org/dataset/globalpowerplantdatabase,record,"Global Dam Tracker:A database of more than 45859dams with location,catchment,and attribute information",5,0.112,594.545,1125,166,294,19.3,475.4
23754,Elysian,North America,34.078,-118.228,USGS,record,"Global Dam Tracker:A database of more than 45860dams with location,catchment,and attribute information",5,0.20599147,1451.61,78,195,35,20.6,3.4
24881,Johnsons Draw Ws Scs Site 2 Dam,North America,30.8067,-101.1867,USGS,record,"Global Dam Tracker:A database of more than 45861dams with location,catchment,and attribute information",8,0.162819605,98.3623,794,284,28,23.3,4.6
20150,Jeffrey Dam,North America,40.9598,-100.4034,USGS,record,"Global Dam Tracker:A database of more than 45862dams with location,catchment,and attribute information",8,6.459744476,39.7376,866,236,40,18.3,4.4
20014,Mill Picayune Watershed Site M-11-4,North America,41.83472,-95.55028,USGS,record,"Global Dam Tracker:A database of more than 45863dams with location,catchment,and attribute information",7,0.157885677,76.4319,394,175,27,18.5,7.5
22415,Baker,North America,37.38,-113.64333,USGS,record,"Global Dam Tracker:A database of more than 45864dams with location,catchment,and attribute information",7,1.430838952,287.635,1795,726,220,16.3,3.5
20362,Amawalk Dam,North America,41.28889,-73.75445,USGS,record,"Global Dam Tracker:A database of more than 45865dams with location,catchment,and attribute information",6,25.33941775,53.3293,140,276,58,19.3,157.9
21935,South Fork 35,North America,38.45,-79.3333,USGS,record,"Global Dam Tracker:A database of more than 45866dams with location,catchment,and attribute information",7,0.0135683,32.4584,786,417,141,15.7,42.4
21121,North Virginia Detention,North America,39.5567,-119.8242,USGS,record,"Global Dam Tracker:A database of more than 45867dams with location,catchment,and attribute information",7,0.075242393,14.7252,1509,456,217,14,23.2
19607,Nilson Dam,North America,42.98,-99.58369,USGS,record,"Global Dam Tracker:A database of more than 45868dams with location,catchment,and attribute information",6,0.236828516,3370.22,674,212,19,18.3,4.7
20079,Nepaug Reservoir,North America,41.68333,-72.95,USGS,record,"Global Dam Tracker:A database of more than 45869dams with location,catchment,and attribute information",6,49.9930196,51.1297,174,383,116,18.2,174.9
19355,Secord,North America,44.04111,-84.34194,USGS,record,"Global Dam Tracker:A database of more than 45870dams with location,catchment,and attribute information",6,18.50222783,664.259,230,15,26,14.8,144.7
23798,Sawpit,North America,34.175,-117.987,USGS,record,"Global Dam Tracker:A database of more than 45871dams with location,catchment,and attribute information",7,0.500793633,2.84096,560,550,352,17.4,5.4
20374,Means Brook Reservoir,North America,41.325,-73.15555,USGS,record,"Global Dam Tracker:A database of more than 45872dams with location,catchment,and attribute information",7,0.330573137,19.3407,95,366,57,19.2,168
24764,Gantt,North America,31.4,-86.48333,USGS,record,"Global Dam Tracker:A database of more than 45873dams with location,catchment,and attribute information",5,18.06434177,1704.27,98,96,3,21,84.5
17947,St. Mary,North America,49.36625,-113.120417,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45874dams with location,catchment,and attribute information",5,394.7,2288.41,1124,131,44,11.5,4.5
23253,Salinas Dam,North America,35.33333,-120.5,USGS,record,"Global Dam Tracker:A database of more than 45875dams with location,catchment,and attribute information",6,32.07052824,291.492,474,541,47,11.8,57.9
22828,Crab Orchard Creek Dam,North America,37.10667,-81.13333,USGS,record,"Global Dam Tracker:A database of more than 45876dams with location,catchment,and attribute information",7,0.437886059,10.2707,828,373,200,16.4,66
19615,Berry Creek Dam,North America,43.0417,-123.56,USGS,record,"Global Dam Tracker:A database of more than 45877dams with location,catchment,and attribute information",6,13.87667087,46.9241,508,491,68,13.6,82.3
22892,Fort Supply Lake,North America,36.55,-99.56667,USGS,record,"Global Dam Tracker:A database of more than 45878dams with location,catchment,and attribute information",6,17.14539779,4975.11,634,191,13,22.2,6.1
22631,El Paso Natural Gas Company Storage Dam #2,North America,36.7194,-107.9194,USGS,record,"Global Dam Tracker:A database of more than 45879dams with location,catchment,and attribute information",8,0.199824061,29.0609,1757,697,175,16.2,2.8
20810,Sunflower,North America,40.075,-122.583,USGS,record,"Global Dam Tracker:A database of more than 45880dams with location,catchment,and attribute information",7,0.518062379,56.1845,421,277,276,19.3,65.1
19081,Adelaide,North America,44.53333,-107.405,USGS,record,"Global Dam Tracker:A database of more than 45881dams with location,catchment,and attribute information",8,5.876307559,10.406,2887,665,542,4.5,87.3
24556,Town Creek Reservoir Dam,North America,32.90055,-83.65972,USGS,record,"Global Dam Tracker:A database of more than 45882dams with location,catchment,and attribute information",7,24.55245633,5804.24,138,155,16,21.7,8.2
22733,Big Caney Watershed Dam 24,North America,37.217,-96.558,USGS,record,"Global Dam Tracker:A database of more than 45883dams with location,catchment,and attribute information",7,0.104845958,74.1324,379,255,48,22.9,11.9
22541,Peabody Coal-Matanzas-Area Iv-Dam,North America,37.39917,-87.01472,USGS,record,"Global Dam Tracker:A database of more than 45884dams with location,catchment,and attribute information",7,0.810397579,0.170551,139,101,14,21.2,212.3
22208,Lake Henry,North America,38.24833,-103.71333,USGS,record,"Global Dam Tracker:A database of more than 45885dams with location,catchment,and attribute information",9,11.71807763,20.5585,1326,216,32,18,3.3
21848,John Townsend,North America,38.68333,-104.80333,USGS,record,"Global Dam Tracker:A database of more than 45886dams with location,catchment,and attribute information",8,0.271366008,26.4664,2095,807,323,14.4,3
18207,Nile Valley Dam,North America,47.44667,-119.08334,USGS,record,"Global Dam Tracker:A database of more than 45887dams with location,catchment,and attribute information",6,7.400891132,1091.08,509,656,26,17.1,3.1
18511,Soo Compensating Works,North America,46.505,-84.35833,USGS,record,"Global Dam Tracker:A database of more than 45888dams with location,catchment,and attribute information",3,11964774,209398,220,51,13,13.4,385.3
18843,Riviere des Prairies,North America,45.5895,-73.6572,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45889dams with location,catchment,and attribute information",6,15,225.454,37,32,10,16.7,330.2
21617,Lakewood-East Dam,North America,38.99944,-94.36861,USGS,record,"Global Dam Tracker:A database of more than 45890dams with location,catchment,and attribute information",7,3.453749195,15.5174,279,174,31,21.1,60
23688,Scs-Fourche Maline Creek Site-11,North America,34.9033,-95.1617,USGS,record,"Global Dam Tracker:A database of more than 45891dams with location,catchment,and attribute information",7,0.557533799,22.5417,261,274,48,24.2,55.1
18603,Swift No. 2,North America,46.05983,-122.25454,USGS,record,"Global Dam Tracker:A database of more than 45892dams with location,catchment,and attribute information",5,1.048459577,1283.42,552,496,75,14,408.2
23523,Lawtonka Lake,North America,34.7267,-98.5033,USGS,record,"Global Dam Tracker:A database of more than 45893dams with location,catchment,and attribute information",7,69.78300248,262.462,441,397,31,25.3,7.2
24213,Wilbur D. Mills Dam,North America,33.98833,-91.31333,USGS,record,"Global Dam Tracker:A database of more than 45894dams with location,catchment,and attribute information",3,135.7816826,408726,51,25,14,24.6,53.9
24445,Gonzales Creek Dam,North America,32.6483,-98.8683,USGS,record,"Global Dam Tracker:A database of more than 45895dams with location,catchment,and attribute information",8,14.06169315,34.7189,402,155,26,25.9,5.4
23819,Scs-Caddo Creek Site-18,North America,34.26,-97.1817,USGS,record,"Global Dam Tracker:A database of more than 45896dams with location,catchment,and attribute information",8,4.425732897,14.1968,262,153,54,25.6,6.3
23561,Twitchell,North America,34.97778,-120.31667,USGS,record,"Global Dam Tracker:A database of more than 45897dams with location,catchment,and attribute information",5,189.9562057,2913.35,351,610,44,13.5,7.7
19123,Setting Pole Rapids Dam,North America,44.23333,-74.53,USGS,record,"Global Dam Tracker:A database of more than 45898dams with location,catchment,and attribute information",5,24.17624436,1928.39,496,204,7,13.1,415.9
18689,Harrington Lake Dam,North America,46.17639,-69.33139,USGS,record,"Global Dam Tracker:A database of more than 45899dams with location,catchment,and attribute information",7,11.964774,12.6312,310,84,0,13,309.2
20566,Floodwater Ret. B-2,North America,40.82167,-105.07167,USGS,record,"Global Dam Tracker:A database of more than 45900dams with location,catchment,and attribute information",7,7.980627604,283.635,1649,206,66,14.8,2.6
20570,Heath Reservoir,North America,40.842,-120.783,USGS,record,"Global Dam Tracker:A database of more than 45901dams with location,catchment,and attribute information",7,10.66961805,56.2014,1766,323,121,10.1,45.7
24439,Mcmillan East Embankment,North America,32.625,-104.30833,USGS,record,"Global Dam Tracker:A database of more than 45902dams with location,catchment,and attribute information",6,41.44499034,43387.2,1031,310,3,22.6,4.6
24457,Lake Arlington Dam,North America,32.7217,-97.1983,USGS,record,"Global Dam Tracker:A database of more than 45903dams with location,catchment,and attribute information",6,47.84059376,379.296,196,122,39,27.6,5
23449,Chilhowee,North America,35.44556,-83.89528,USGS,record,"Global Dam Tracker:A database of more than 45904dams with location,catchment,and attribute information",4,60.75021486,4125.53,835,563,19,17.8,162.8
20063,Rocky River Main Dam,North America,41.5768,-73.4504,USGS,record,"Global Dam Tracker:A database of more than 45905dams with location,catchment,and attribute information",5,212.1588791,2639.04,225,461,16,18,169.5
18594,Lower Glasston Dam,North America,46,-109.835,USGS,record,"Global Dam Tracker:A database of more than 45906dams with location,catchment,and attribute information",8,9.025386735,0.149097,1428,272,73,12.3,2.6
19883,Cuba Lake Outlet Spillway Dam,North America,42.23667,-78.3075,USGS,record,"Global Dam Tracker:A database of more than 45907dams with location,catchment,and attribute information",7,10.13305344,0.158899,565,407,0,13.9,141.5
18434,Mayfield Forebay Dam,North America,46.50333,-122.59722,USGS,record,"Global Dam Tracker:A database of more than 45908dams with location,catchment,and attribute information",4,164.9387267,3576.15,273,244,120,12.7,271.3
18983,St Anthony Falls Upper Lock & Dam,North America,44.98167,-93.25833,USGS,record,"Global Dam Tracker:A database of more than 45909dams with location,catchment,and attribute information",4,3.885467844,50895.8,266,141,49,19,132.6
24521,Oliver,North America,32.53333,-85.01667,USGS,record,"Global Dam Tracker:A database of more than 45910dams with location,catchment,and attribute information",4,39.47141937,11958.5,125,138,2,22.1,36.3
19747,B-2 Detention,North America,42.15,-104.47,USGS,record,"Global Dam Tracker:A database of more than 45911dams with location,catchment,and attribute information",8,0.789428387,26.1108,1362,608,143,14.9,2.9
19918,Brocton Reservoir Dam,North America,42.36972,-79.42694,USGS,record,"Global Dam Tracker:A database of more than 45912dams with location,catchment,and attribute information",7,0.302203055,10.1508,231,79,122,16.5,171.1
18379,Lower Notch,North America,47.1389,-79.4541,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45913dams with location,catchment,and attribute information",5,171,7795.12,322,101,77,13.5,273.2
24698,Lake Cherokee Dam,North America,32.3617,-94.605,USGS,record,"Global Dam Tracker:A database of more than 45914dams with location,catchment,and attribute information",6,51.19689789,413.748,107,86,22,25.6,8.3
24248,Stanley A Mahr Res,North America,33.092,-117.217,USGS,record,"Global Dam Tracker:A database of more than 45915dams with location,catchment,and attribute information",7,0.204757988,77.8192,176,502,125,19.1,2.8
19905,Leahy (Upper) Reservoir,North America,42.32739,-73.21482,USGS,record,"Global Dam Tracker:A database of more than 45916dams with location,catchment,and attribute information",7,1.085464033,21.8952,438,418,365,15.9,195.1
22394,Hatcher,North America,37.3125,-107.11056,USGS,record,"Global Dam Tracker:A database of more than 45917dams with location,catchment,and attribute information",7,2.140091019,40.2683,2383,424,147,8,15.4
17677,Upper Silvis,North America,55.3792,-131.51666,USGS,record,"Global Dam Tracker:A database of more than 45918dams with location,catchment,and attribute information",6,27.13660082,10.7324,240,460,777,11.4,654.3
22685,City Creek Debris Basin - St. George,North America,37.125,-113.585,USGS,record,"Global Dam Tracker:A database of more than 45919dams with location,catchment,and attribute information",8,0.786961424,1.02704,899,568,138,22.7,1.5
24378,Lloyd Shoals,North America,33.31667,-83.83334,USGS,record,"Global Dam Tracker:A database of more than 45920dams with location,catchment,and attribute information",7,119.64774,61.1385,194,117,33,21.2,54.2
19456,Ball Mountain Dam,North America,43.105,-72.775,USGS,record,"Global Dam Tracker:A database of more than 45921dams with location,catchment,and attribute information",6,0.296035645,468.935,525,391,141,15,196.2
21619,Callahan Creek C-2,North America,39.00583,-92.45944,USGS,record,"Global Dam Tracker:A database of more than 45922dams with location,catchment,and attribute information",7,0.067841502,17.3434,218,162,63,21,57.1
19299,Starbuckville Dam,North America,43.67583,-73.77889,USGS,record,"Global Dam Tracker:A database of more than 45923dams with location,catchment,and attribute information",5,22.52337868,1200,320,355,0,15.3,183.5
19116,Newton Falls Upper,North America,44.215,-74.9867,USGS,record,"Global Dam Tracker:A database of more than 45924dams with location,catchment,and attribute information",5,7.314547402,463.954,471,219,85,13.6,421.2
22469,"Muddy Creek Wjd No 27, Frd No 4-6",North America,37.5533,-96.9167,USGS,record,"Global Dam Tracker:A database of more than 45925dams with location,catchment,and attribute information",7,0.632776192,74.1827,408,102,23,23.1,9.6
23538,Scs-Roaring Creek Site-005,North America,34.82,-97.8283,USGS,record,"Global Dam Tracker:A database of more than 45926dams with location,catchment,and attribute information",7,0.051806238,13.2207,367,184,36,24.9,8.4
21641,Versailles State Park Dam,North America,39.07444,-85.24445,USGS,record,"Global Dam Tracker:A database of more than 45927dams with location,catchment,and attribute information",6,2.602646715,430.457,294,92,27,19.1,151.4
19197,Swan Lake,North America,44.5217,-68.9967,USGS,record,"Global Dam Tracker:A database of more than 45928dams with location,catchment,and attribute information",7,9.251113915,29.6795,64,289,5,16.1,261.2
18618,Green Lake Outlet Cont.,North America,46.19563,-99.46332,USGS,record,"Global Dam Tracker:A database of more than 45929dams with location,catchment,and attribute information",8,6.705207366,15.3025,621,64,7,14.5,6.1
22505,Toronto Lake,North America,37.73833,-95.93333,USGS,record,"Global Dam Tracker:A database of more than 45930dams with location,catchment,and attribute information",7,25.90311896,53.1337,302,111,22,22.7,9.3
20686,Montgomery Locks And Dam,North America,40.65,-80.385,USGS,record,"Global Dam Tracker:A database of more than 45931dams with location,catchment,and attribute information",3,70.92520668,59183.8,326,328,0,17.5,160.8
22098,"Temescal, Lake",North America,37.848,-122.23,USGS,record,"Global Dam Tracker:A database of more than 45932dams with location,catchment,and attribute information",7,0.246696371,0.169484,82,217,135,15.5,131.7
17937,Brilliant,North America,49.3249,-117.6207,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45933dams with location,catchment,and attribute information",4,42.8,50031.4,1169,528,66,13.7,236
24051,Choctaw Creek Ws Scs Site 17 Dam,North America,33.5933,-96.5183,USGS,record,"Global Dam Tracker:A database of more than 45934dams with location,catchment,and attribute information",6,0.202291024,0.17878,207,119,16,26.4,7.7
24042,Choctaw Creek Ws Scs Site 29 Dam,North America,33.5733,-96.4533,USGS,record,"Global Dam Tracker:A database of more than 45935dams with location,catchment,and attribute information",7,0.145550859,43.4741,217,131,14,26.2,8.4
5557,Peace Canyon,North America,55.9826,-121.995,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45936dams with location,catchment,and attribute information",3,215.9,72390,717,184,81,11.5,38.1
24319,Sister Grove Creek Ws Scs Site 32 Dam,North America,33.4767,-96.505,USGS,record,"Global Dam Tracker:A database of more than 45937dams with location,catchment,and attribute information",7,0.246696371,0.537186,225,118,35,26.4,9.2
22247,Brays Lake Dam,North America,37.89167,-91.77861,USGS,record,"Global Dam Tracker:A database of more than 45938dams with location,catchment,and attribute information",7,2.452161928,43.8968,302,205,48,21.2,75.9
23424,E Fork Pt Remove Creek Wid Site 05,North America,35.39944,-92.63834,USGS,record,"Global Dam Tracker:A database of more than 45939dams with location,catchment,and attribute information",7,0.208458434,20.2923,221,252,89,23.8,82.7
22010,Twin-Rush Dam No. 1,North America,38.68889,-86.21972,USGS,record,"Global Dam Tracker:A database of more than 45940dams with location,catchment,and attribute information",7,2.4065231,24.4721,230,227,90,19.3,154
18108,Glines Canyon Dam,North America,48.00167,-123.59834,USGS,record,"Global Dam Tracker:A database of more than 45941dams with location,catchment,and attribute information",5,46.62561413,634.934,913,830,267,11.8,448
23069,Oknoname 037065,North America,36.0567,-96.1528,USGS,record,"Global Dam Tracker:A database of more than 45942dams with location,catchment,and attribute information",7,0.135683004,94.2249,255,188,15,23.8,16.1
21186,Kalcevic,North America,39.84167,-105.00333,USGS,record,"Global Dam Tracker:A database of more than 45943dams with location,catchment,and attribute information",8,0.154185232,0.329596,1593,259,87,17.4,3.3
19844,Finch Hollow Site 1 Dam,North America,42.13472,-75.97556,USGS,record,"Global Dam Tracker:A database of more than 45944dams with location,catchment,and attribute information",7,0.050572756,9.0706,359,323,242,16.8,163.7
22113,Marsh Creek,North America,37.89,-121.723,USGS,record,"Global Dam Tracker:A database of more than 45945dams with location,catchment,and attribute information",7,5.45815721,141.314,65,157,57,16.5,24.4
21663,Silver Hook Lake Dam,North America,39.13167,-86.17667,USGS,record,"Global Dam Tracker:A database of more than 45946dams with location,catchment,and attribute information",7,0.115947294,71.0876,232,223,18,19.2,239.6
22133,New Melones,North America,37.95278,-120.51667,USGS,record,"Global Dam Tracker:A database of more than 45947dams with location,catchment,and attribute information",5,2985.02609,2367.6,383,414,362,18.6,14.4
22178,New Hogan Dam,North America,38.15167,-120.81167,USGS,record,"Global Dam Tracker:A database of more than 45948dams with location,catchment,and attribute information",5,391.1370963,854.81,362,400,0,18.4,13.8
22578,Kyanite Mine Waste Dam #2,North America,37.49333,-79.455,USGS,record,"Global Dam Tracker:A database of more than 45949dams with location,catchment,and attribute information",7,1.181675617,7.83234,352,354,126,19.5,7.7
22144,Contra Loma,North America,37.97722,-121.82306,USGS,record,"Global Dam Tracker:A database of more than 45950dams with location,catchment,and attribute information",7,2.193130739,10.8301,19,87,39,16,28.4
20417,Morgan Pond,North America,41.41945,-72.04166,USGS,record,"Global Dam Tracker:A database of more than 45951dams with location,catchment,and attribute information",7,6.605295335,9.97852,40,243,35,18.3,166.4
21509,Vega,North America,39.22583,-107.815,USGS,record,"Global Dam Tracker:A database of more than 45952dams with location,catchment,and attribute information",7,41.08851408,64.066,2940,453,365,9.5,5.4
19786,Walling Subwatershed Sta 55+40 #1,North America,42.33417,-95.85194,USGS,record,"Global Dam Tracker:A database of more than 45953dams with location,catchment,and attribute information",7,0.062907575,36.3388,378,200,50,18.8,4.9
17830,Caribou Falls,North America,50.2625,-94.9744,"AQUASTAT, GRanD, WRI",record,"Global Dam Tracker:A database of more than 45954dams with location,catchment,and attribute information",4,1950,51786.9,331,44,63,13.5,329.3
19298,Wilder,North America,43.6667,-72.3033,USGS,record,"Global Dam Tracker:A database of more than 45955dams with location,catchment,and attribute information",4,67.84150204,8676.7,284,303,17,16.1,158.5
19832,West Hill Dam,North America,42.105,-71.605,USGS,record,"Global Dam Tracker:A database of more than 45956dams with location,catchment,and attribute information",6,0.001233482,72.8575,124,319,23,17.6,211
21766,Kansas F F And Game Commission(Kansas Dept. Of Wildlife & Parks),North America,38.37,-96.58,USGS,record,"Global Dam Tracker:A database of more than 45957dams with location,catchment,and attribute information",7,2.405289618,12.6253,408,201,52,21.3,69.4
22238,Parole Mine Dam,North America,37.85,-90.975,USGS,record,"Global Dam Tracker:A database of more than 45958dams with location,catchment,and attribute information",7,1.112600633,12.2042,324,247,53,19.9,91.7
21285,Morgantown Lock And Dam,North America,39.61833,-79.96833,USGS,record,"Global Dam Tracker:A database of more than 45959dams with location,catchment,and attribute information",4,7.647587503,6667.83,413,321,28,17.6,128.3
22884,Black Rock Cr,North America,36.41,-121.772,USGS,record,"Global Dam Tracker:A database of more than 45960dams with location,catchment,and attribute information",7,0.037004456,8.81099,599,690,540,11.4,295.1
22091,Homestake Tailing Pond #2,North America,37.8311,-106.9408,USGS,record,"Global Dam Tracker:A database of more than 45961dams with location,catchment,and attribute information",7,0.468723105,93.4979,3225,540,226,5.8,6.7
22123,"Eureka, City Of & Fall River Wjd 21, Otis Creek Dam (Mpd No. W-7)",North America,37.9267,-96.465,USGS,record,"Global Dam Tracker:A database of more than 45962dams with location,catchment,and attribute information",7,7.215868854,37.7322,435,182,57,22.2,9.3
21785,Foss Valley,North America,38.43,-122.28,USGS,record,"Global Dam Tracker:A database of more than 45963dams with location,catchment,and attribute information",7,0.986785484,12.946,237,373,414,15.1,149.8
18826,Chalk Hill,North America,45.51333,-87.80334,USGS,record,"Global Dam Tracker:A database of more than 45964dams with location,catchment,and attribute information",5,10.01587267,8208.45,239,92,13,14.1,191.4
19932,Kinderhook Lake Dam,North America,42.44194,-73.66528,USGS,record,"Global Dam Tracker:A database of more than 45965dams with location,catchment,and attribute information",6,6.296924871,110.422,176,193,35,17.5,145.6
21338,Ohio Power Company Pond Nb-43 Dam,North America,39.7675,-81.645,USGS,record,"Global Dam Tracker:A database of more than 45966dams with location,catchment,and attribute information",7,0.069445028,12.7017,283,224,18,17.8,109.1
23180,Grandfather Dam(Formergrandmother Dam),North America,36.0725,-81.845,USGS,record,"Global Dam Tracker:A database of more than 45967dams with location,catchment,and attribute information",7,0.555066835,0.17352,926,458,121,15.5,174.4
21699,White Lake Dam,North America,39.21305,-86.19639,USGS,record,"Global Dam Tracker:A database of more than 45968dams with location,catchment,and attribute information",7,0.111013367,0.166304,235,236,77,19.2,240.8
18017,Olson Dam,North America,48.72333,-97.955,USGS,record,"Global Dam Tracker:A database of more than 45969dams with location,catchment,and attribute information",8,0.07548909,20.2559,450,19,120,13.6,169.2
22863,Scs-Stillwater Creek Site-43,North America,36.2183,-97.2528,USGS,record,"Global Dam Tracker:A database of more than 45970dams with location,catchment,and attribute information",8,0.194890133,1.03917,317,170,41,24.2,12
22634,Keeler W. W.,North America,36.73,-96.115,USGS,record,"Global Dam Tracker:A database of more than 45971dams with location,catchment,and attribute information",6,0.081409802,399.393,265,194,7,23.6,10.8
24017,Hollidays Bridge Dam,North America,34.53,-82.37666,USGS,record,"Global Dam Tracker:A database of more than 45972dams with location,catchment,and attribute information",5,7.719129451,1286.19,243,105,16,20.5,32.7
20639,Grand Lake St. Marys - East Embankment,North America,40.52139,-84.42167,USGS,record,"Global Dam Tracker:A database of more than 45973dams with location,catchment,and attribute information",7,67.16925443,12.2421,274,11,0,18.4,129.8
25061,Mulberry S,North America,27.87,-81.89,USGS,record,"Global Dam Tracker:A database of more than 45974dams with location,catchment,and attribute information",7,1.215719717,11.0066,46,58,0,23.2,373.7
19693,Skaneateles Lake Dam,North America,42.94611,-76.43278,USGS,record,"Global Dam Tracker:A database of more than 45975dams with location,catchment,and attribute information",6,104.2292168,192.841,249,169,34,16.8,139.6
19880,Leisure Lake Dam,North America,42.21889,-90.76806,USGS,record,"Global Dam Tracker:A database of more than 45976dams with location,catchment,and attribute information",7,1.480178226,10.3299,282,174,31,17.8,29.8
20403,Lake Gilead Dam,North America,41.39333,-73.67834,USGS,record,"Global Dam Tracker:A database of more than 45977dams with location,catchment,and attribute information",6,6.28952398,112.279,222,303,90,19,168.6
19910,Pine Hill Reservoir Dam,North America,42.35101,-71.90496,USGS,record,"Global Dam Tracker:A database of more than 45978dams with location,catchment,and attribute information",7,11.24688756,18.561,253,425,97,17.2,205.5
20925,Geist Storage,North America,39.955,-75.39833,USGS,record,"Global Dam Tracker:A database of more than 45979dams with location,catchment,and attribute information",6,13.24759513,52.7855,105,171,45,20.3,109.8
19609,Ana River Diversion,North America,42.9967,-120.75,USGS,record,"Global Dam Tracker:A database of more than 45980dams with location,catchment,and attribute information",8,0.056740165,25.1103,1465,515,63,11.7,1.9
23261,Scs-Boggy Creek Site-17,North America,35.3867,-99.1067,USGS,record,"Global Dam Tracker:A database of more than 45981dams with location,catchment,and attribute information",8,0.773393123,19.6055,525,286,84,24.5,8.3
24923,Woodland Lake Dam,North America,30.1833,-95.7917,USGS,record,"Global Dam Tracker:A database of more than 45982dams with location,catchment,and attribute information",6,0.055506683,103.487,89,47,10,24.9,10.4
25363,El Recreo,North America,14.65,-91.573,Aquastat; datasets.wri.org/dataset/globalpowerplantdatabase,record,"Global Dam Tracker:A database of more than 45983dams with location,catchment,and attribute information",5,0.032,869.87,1465,263,365,19.3,947.9
23240,Norman,North America,35.22083,-97.21806,USGS,record,"Global Dam Tracker:A database of more than 45984dams with location,catchment,and attribute information",6,147.5244299,664.025,336,130,30,24.6,10.9
23334,Hiwassee,North America,35.149,-84.184,USGS,record,"Global Dam Tracker:A database of more than 45985dams with location,catchment,and attribute information",5,157.8856775,2543.44,653,374,92,18.9,152.9
24224,Grapevine Dam,North America,32.9667,-97.05,USGS,record,"Global Dam Tracker:A database of more than 45986dams with location,catchment,and attribute information",6,223.383564,1791.22,173,113,25,27.2,6.5
21313,Rocky Gap Dam,North America,39.70167,-78.66167,USGS,record,"Global Dam Tracker:A database of more than 45987dams with location,catchment,and attribute information",7,6.637365863,23.2776,418,417,162,17.1,77.1
24199,Jack T William S Dam,North America,33.86167,-94.19,USGS,record,"Global Dam Tracker:A database of more than 45988dams with location,catchment,and attribute information",7,0.789428387,13.7229,114,122,49,24.9,34.7
18508,Churchill Dam,North America,46.49333,-69.28833,USGS,record,"Global Dam Tracker:A database of more than 45989dams with location,catchment,and attribute information",5,96.21158471,763.584,348,134,31,12.7,314.4
21294,Muskingum Refuse Disposal Dam,North America,39.64083,-81.72389,USGS,record,"Global Dam Tracker:A database of more than 45990dams with location,catchment,and attribute information",6,3.626436655,120.333,283,224,26,17.9,93.8
22205,Silver Jack,North America,38.245,-107.54333,USGS,record,"Global Dam Tracker:A database of more than 45991dams with location,catchment,and attribute information",6,15.81323739,164.752,3335,769,255,5.5,8
24466,Earl Thomas Res,North America,32.78,-117.042,USGS,record,"Global Dam Tracker:A database of more than 45992dams with location,catchment,and attribute information",7,0.131982559,23.279,116,575,150,19.8,2.1
24553,Howell Heflin Lock And Dam,North America,32.83333,-88.16667,USGS,record,"Global Dam Tracker:A database of more than 45993dams with location,catchment,and attribute information",4,55.86439323,22530.8,44,36,6,22.5,120.2
24624,Chambers Creek Ws Scs Site 85B Dam,North America,32.2167,-96.9383,USGS,record,"Global Dam Tracker:A database of more than 45994dams with location,catchment,and attribute information",7,0.288634754,0.726402,169,135,63,26.7,5.7
19369,Lows Lake Dam,North America,44.10972,-74.67167,USGS,record,"Global Dam Tracker:A database of more than 45995dams with location,catchment,and attribute information",6,18.25553146,96.69,569,223,21,12.7,464.3
21865,Pringtime,North America,38.72333,-105.07333,USGS,record,"Global Dam Tracker:A database of more than 45996dams with location,catchment,and attribute information",8,0.370044557,79.824,3173,863,312,6.4,4.2
20080,Morris Reservoir,North America,41.68056,-75.15,USGS,record,"Global Dam Tracker:A database of more than 45997dams with location,catchment,and attribute information",7,5.661681716,29.3267,396,376,95,15.7,173
22875,Claremore Lake,North America,36.3233,-95.58,USGS,record,"Global Dam Tracker:A database of more than 45998dams with location,catchment,and attribute information",6,9.744506657,146.186,221,131,15,24,29.7
21755,Jeff Davis,North America,38.343,-120.542,USGS,record,"Global Dam Tracker:A database of more than 45999dams with location,catchment,and attribute information",7,2.22026734,16.1667,761,488,313,17,222.1
