"X","Dam_Name","Continent","Lat","Long","Source","Flag","Article_source","ORD_FLOW","Capacity","up_area_sk","row_min_ppt","sgr_dk_rav","row_min_tmax","row_max_aet","row_median_q","row_max_ppt","row_min_PDSI","row_min_soil","underground"
35470,"Salto Do Guassupi","South America",-29.4120835,-53.9995835,"http://cdm.unfccc.int/Projects/DB/DNV-CUK1354514470.1/view","record","A global boom in hydropower dam construction",5,11,572.721,54.5,85,16.9,117,4.2,212.9,-7.15,8.1,187
28498,"Chilia","South America",-9.11596,-76.8722,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,180,6344.46,11,1180,19.6,81.8,3.15,184.1,-1.6,13.8,1041
29406,"Inambari (Madre De Dios)","South America",-13.172953,-70.38541667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",3,1355,18338.4,127.7,103,26.4,125.8,218.1,685.4,-5.18,98.6,408
35560,"Herval","South America",-29.5,-50.8333,"ANA","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,1.44,5.41711,55.1,231,17.1,129.8,50.6,264.6,-5.48,8,357
33527,"MMCH C®Ærrego da Cava","South America",-21.50416667,-45.32916667,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,0.1,20.1689,0.4,165,22.7,119.4,3.8,338.3,-4.33,11.4,313
31356,"Gib®Æia","South America",-8.974741289,-36.06102318,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.16,1082.83,28.2,85,23.5,105.6,4.8,463.6,-1.59,63.7,317
35589,"Ullum","South America",-31.519,-68.816,"http://globalenergyobservatory.org/geoid/42262","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,42,24632.4,0.8,59,14.8,31,0.25,32.6,-4.42,0.1,673
34139,"Batista","South America",-23.84180911,-47.65358484,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,2.704,236.322,8.8,104,19.8,99.2,4.3,276.1,-3.49,10.8,225
35656,"Florida","South America",-33.5476,-70.5454,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,28,16.9973,1.1,91,13.7,55.5,0.4,78.3,-4.13,10.2,440
29482,"S<U+00E3>o Carlos","South America",-13.12827238,-59.77768712,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,0.22,468.938,0.1,7,28.7,119.3,3.6,308.9,-5.86,102.7,196
35681,"La Higuera","South America",-34.7516,-70.7142,"http://globalenergyobservatory.org/geoid/44565","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,155,1113.11,4.3,139,11.3,72.1,1.25,132.7,-4.05,18.9,879
29280,"telegrafica","South America",-12.8486,-58.9262,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,30,6203.03,0,44,30.1,125.4,3.95,262.6,-6.87,58,147
33181,"Para®™so","South America",-20.391944,-43.19791667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,10,815.354,0.9,64,24.2,114.7,2.7,534.8,-5.26,26.4,356
35070,"Ant?nio Munhoz Bonilha","South America",-27.71675,-48.82925,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,4.75,268.604,19,354,18,127.3,57.9,223.8,-2.34,40.5,389
35513,"Iva®™","South America",-29.12672022,-53.35493738,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,0.7,11.4364,53.9,135,17.2,115.1,4.75,201.5,-7.8,7.6,181
28448,"Manta","South America",-8.610894,-77.88541667,"http://cdm.unfccc.int/Projects/DB/DNV-CUK1343364316.71/view","record","A global boom in hydropower dam construction",6,18.44,523.709,0.2,590,22.7,87.4,1.1,116.1,-1.33,6.6,976
35842,"Pascua 1","South America",-48.3360235,-73.0139765,"http://www.minmineria.gob.cl","record","A global boom in hydropower dam construction",4,460,12916.9,51.8,78,2.4,85.2,7.05,124.6,-3.52,12.9,553
28106,"Palma Real","South America",0.15833317,-78.54999983,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",4,152,4620.66,29.2,321,22.6,89.9,5.35,267.7,2.77,54.4,656
31330,"Cachoeira Serra D ®¢gua","South America",-9.085277778,-35.57055556,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,0.945,764.151,38.2,31,25.3,113.6,6.15,562.8,-1.31,43.7,205
29519,"sacre_1","South America",-12.9334,-58.2798,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,30,7306.18,0,11,30.4,130,3.65,304.6,-7.18,59.1,94
29435,"Barra do Claro","South America",-13.41194444,-56.58166667,"ANA, Dams of Amazonia","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,61,9348.75,0,0,30.4,125.3,3.65,395.2,-7.26,29.9,146
28297,"tinga","South America",-3.84461,-54.8429,"science","record","Reducing adverse impacts of Amazon hydropower expansion",6,1.45,170.277,7.8,57,30,99.7,8.4,353.8,-2.65,93.5,101
28622,"S?o Manoel","South America",-9.19152783,-57.05013883,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",3,746,91475.7,0,0,31.2,129.3,7.3,381.8,-10.09,70.7,211
35109,"Alto Garcia","South America",-27.5844485,-49.0094485,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,2,277.938,19.4,95,17.3,124.1,53.45,234.8,-2.51,39.1,525
32536,"Santo Ant?nio","South America",-19.22008333,-43.25908333,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,7,1430.25,1.1,50,24.7,119.2,1.15,467.9,-5.59,37.9,374
28282,"agua_boa","South America",-4.17483,-55.0297,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,9.5,920.76,10.8,27,30.1,99.5,9.15,320.5,-3.36,76.9,229
28107,"Villadora","South America",0.21374967,-78.66958367,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,270,1024.97,22.3,234,24.7,94.2,5.55,332.8,0.89,23,495
35674,"Volcan","South America",-33.8206,-70.2148,"http://globalenergyobservatory.org/geoid/44663","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,13,1482.3,3.4,219,10.1,61.9,1,102.5,-4.44,12.9,845
33300,"Preto 1","South America",-21.05208333,-42.489722,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,9,158.482,0.9,242,24,119,3.4,430.7,-4.34,23.2,398
32401,"Buriti Fundo","South America",-17.75375033,-44.44958367,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,1.6,188.908,0,295,24.3,120.2,0.95,293.6,-3.6,18.6,321
29631,"santa_lucia","South America",-13.6269,-59.0192,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,5,3572.47,0.1,11,28.9,122.9,4,301.5,-4.91,29.7,83
31704,"Rieger Agropecu®¢ria","South America",-12.45221499,-45.19038176,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,3,6204.51,0,138,29.3,122.1,2.15,360.1,-3.6,52.5,137
33228,"S?o Joaquim","South America",-21.32201393,-41.74048607,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,11,6502.78,1.8,15,25.8,131.3,2.4,306.4,-4.56,13.5,299
32609,"Vila Verde","South America",-18.93958333,-40.921111,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,3.6,164.472,6.5,370,24.2,126.6,1.8,393.5,-4.63,17.6,446
34557,"Alto Benedito Novo I","South America",-26.77359457,-49.43288228,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,15,403.09,12.8,56,18.3,120.8,72.8,253.2,-3.08,30.9,317
33124,"Cachoeira Escura","South America",-20.51875,-42.66875,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,20.7,1196.18,1.2,89,24,112.9,2.9,472.7,-4.89,19.9,288
33399,"Caju","South America",-21.88333333,-42.06666667,"ANA","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,10,13.5462,3.6,44,24.6,127,3.15,410.7,-4.24,12.1,343
29346,"cachoeira_avila","South America",-12.507,-60.4722,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,11,404.259,0,0,29,114.3,3.55,299.5,-7.22,102.3,167
28028,"Chapasia","South America",5.142105,-73.07708333,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,400,1004.16,13.8,120,24.4,107.3,108.25,426.9,-1.75,55.5,522
35709,"Pehuenche","South America",-35.7329,-71.1575,"Aquastat","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,570,5506.99,2.9,57,10.2,74.3,1.55,183.9,-3.9,28.1,786
35494,"Rio Miranda","South America",-29.18036162,-67.64047172,"http://www.mecon.gov.ar/","record","A global boom in hydropower dam construction",8,1.82,65.8049,0.6,344,13.6,48.2,0.2,50.7,-3.82,0.1,892
33015,"Bom Jesus","South America",-19.8561411,-42.33183825,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,1,272.564,1,0,24.3,119.3,2,450.2,-5.48,27,384
29469,"sacre_4","South America",-13.2176,-58.1785,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,24.4,641.694,0,26,29.8,126.9,3.65,314.8,-6.53,49.7,107
35174,"Arroio dos Cachorros","South America",-27.43771572,-50.48121165,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.99,203.987,25.4,115,16.2,127.8,69,250.3,-5.53,18.1,244
32324,"Alem?es Baixo","South America",-18.17291667,-45.592778,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,21,4828.62,0,33,26.9,116.4,1.2,303.8,-4.83,18,194
32798,"Bela Miragem","South America",-19.40307452,-54.53939767,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.225,397.84,2.3,18,25.7,133.7,2.55,186.4,-8.97,7.1,207
32582,"Jacu","South America",-19.05208333,-48.995,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,10.2,3750.04,0,11,25.9,112.6,3,267.7,-7.01,8.7,194
28940,"Itaub®¢","South America",-11.02200238,-55.27267684,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.2805,99.2563,0,56,31.1,141.2,6,359.5,-6.58,41.8,130
34706,"Bruaca","South America",-26.42291667,-49.389,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,15,62.275,11.3,72,17.4,111.2,73.8,258.2,-1.97,29.7,219
29314,"A1E8","South America",-12.7422,-56.0278,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,23.8,6438.56,0,11,30.4,134.7,3.9,436.2,-7.11,19.5,107
28787,"Isamu Ikeda","South America",-10.69882841,-47.79391384,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,27.6,8302.35,0,54,29.3,111,5.25,396.6,-3.1,36.5,327
32507,"Barra Da Concei??o","South America",-18.28958333,-41.41875,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,1.1,683.364,3.7,17,26.2,119.9,1.7,307.3,-3.47,28.8,319
29484,"ARS","South America",-13.09828518,-54.81817609,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,6.66,2112.6,0,51,30.1,116.7,2.95,443.2,-7.84,54.9,125
35191,"Est?ncia","South America",-27.39266667,-49.01566667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,4.29,158.691,19.6,304,17.6,123.3,64.15,258.7,-2.3,32.5,382
33966,"Sales®Æpolis","South America",-23.56414007,-45.8337178,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,1,82.8214,12.2,100,19.2,93.5,73.9,386.1,-1.19,18.9,304
29590,"ribeirao_agua_verde_2","South America",-13.9603,-56.8899,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,4.6,803.373,0,62,30.1,123.7,3.4,353.5,-6.78,43.4,216
35538,"Grot?o","South America",-29.01875,-50.23541667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",7,5.2,254.931,58.3,117,15.5,124.7,44.55,328,-4.33,8.7,249
35651,"Eyzaguirre","South America",-33.6079,-70.5106,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,2,5016.38,2,109,13.7,57.5,0.65,87.7,-3.89,11.2,627
32487,"Cocal","South America",-18.37708333,-43.93125,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,4.4,314.585,0.2,133,22.2,117.5,1.15,315.1,-4.07,15.4,388
33233,"Para®™so","South America",-21.29972217,-41.75861117,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,7.2,6397.02,1.8,17,25.8,131.4,2.45,321.2,-4.53,13.6,388
35351,"Buric®¢","South America",-27.89728633,-54.10765985,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,1.4,531.057,44.6,65,18.4,120.1,4.15,237.2,-7.51,7.9,233
28529,"Tabajara","South America",-8.908333333,-62.17527778,"ANA, Dams of Amazonia","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",3,350,60656.3,0.6,17,29.9,108,8.35,360.9,-6.2,66.7,42
33100,"Anjos","South America",-20.55938089,-43.02004142,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.831,250.204,0.8,27,23.5,109.8,3,512.4,-5,17.5,275
33503,"Carrapatos","South America",-21.56875017,-46.70208317,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,21.6,3051.91,0.4,53,22.4,114.5,4.05,356.6,-3.83,13.2,388
28275,"bacupari","South America",-4.22108,-55.2533,"science","record","Reducing adverse impacts of Amazon hydropower expansion",6,10.1,297.526,11.1,237,30.1,101.7,9.05,328.5,-3.37,77.6,218
34176,"Itupararanga","South America",-23.61203722,-47.39717361,"ANA, Aquastat","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,56.17,919.399,5.2,287,20,100.4,4.05,273.1,-4.46,7,224
31948,"Rio do Sapo","South America",-14.6123209,-57.73760798,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,5.76,571.451,0,47,29.5,120.8,4.6,384.2,-4.68,22.8,98
33839,"Fazenda Santana","South America",-22.7780555,-44.2155555,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,9.6,126.844,11.7,271,20.6,111.2,6.7,354.8,-0.9,23.9,528
32968,"Simon®¶sia","South America",-19.99914086,-41.99808259,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,3,135.159,2.9,190,22.3,115.9,2,435.5,-5.91,29.1,439
35676,"Los Blancos Ii","South America",-33.77382983,-69.26966317,"http://www.mecon.gov.ar/","record","A global boom in hydropower dam construction",5,158,2454.55,6.8,120,12.1,33.1,0.95,34.8,-3.26,0.4,531
28227,"Santiago_G11","South America",-3.2186,-78.4507,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,460,10415.6,72.8,187,27,102.5,106.2,391.9,4.17,51.3,682
28575,"Belo_Horizonte","South America",-9.21145,-76.1088,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,180,2174.56,75.1,9,29.7,120,79.35,395.1,-1.86,211.7,453
35460,"Daltro Bianchini","South America",-28.40210149,-49.15467835,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,0.27,1782.71,27.1,18,19.7,123.7,26.15,206.2,-4.17,10,271
32448,"Areado","South America",-18.64375,-45.876667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,10.9,1608,0,23,25.7,113.1,1.9,387.8,-4.57,18.6,168
32627,"Cachoeira Do Gamb®¢","South America",-18.86041667,-49.73541667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,15.9,6965.31,0,12,27.3,120.2,2.85,230.6,-8.33,8.9,209
32420,"Tronqueiras","South America",-18.71899192,-42.26287429,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,8.5,525.688,3.1,178,25.1,127.9,1.5,293,-4.62,30.2,449
28244,"Belo Monte","South America",-3.126381944,-51.77499639,"ANA, Dams of Amazonia","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,3327.45544,0.643017,11.7,0,30.1,105.2,31.5,401.2,-3.55,85.2,135
28692,"Cana<U+00E3>","South America",-10.01964545,-63.06060772,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",4,17,3018.53,0.2,13,29.6,117.9,8.25,342,-3.96,76.6,103
34750,"Rio Vermelho URVE","South America",-26.30704122,-49.31919006,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.44,61.2163,10.6,365,17.8,113.2,70.3,251.2,-1.3,28.6,259
32562,"Salto do Rio Verdinho","South America",-19.14269667,-50.75396028,"ANA","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,93,11927.7,0,17,26.8,121.4,1.6,240,-9.62,6.9,164
30104,"Corani","South America",-17.22722222,-65.8758,"http://dams-info.org/en/dams/view/corani/;http://globalenergyobservatory.org/geoid/44721","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,54,9.02044,12.7,1429,20,109.6,2.2,167.5,-2.95,23.7,833
28714,"braco_norte_2","South America",-9.77918,-54.9901,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,10,1818.63,0,144,31.4,136,9.8,395.1,-7.49,51.7,293
34833,"Lambedor","South America",-27.13467098,-52.84582855,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,1.0008,77.4062,38.4,76,18.9,134.6,40.95,303.5,-7.17,8.8,329
28247,"Curu®¢-Una","South America",-2.811666667,-54.29888889,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,30.3,7.71844,6.7,175,29.6,96.3,35.75,418.9,1.63,162.1,122
28296,"jaboticabal","South America",-3.92279,-54.8761,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,6.9,479.96,9.3,69,30.2,100.6,8.65,337.7,-2.73,86.8,143
28845,"Tambo_40","South America",-11.2559,-73.6767,"science","record","Reducing adverse impacts of Amazon hydropower expansion",5,1286,129999,32.1,36,30.6,109.9,3.75,228,-6.47,41.8,167
29704,"Salto Corg<U+00E3>o","South America",-14.45730653,-59.50754194,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,27,367.723,0.2,35,28.9,125.8,3.05,292.9,-4.28,32.5,267
33712,"Rezende","South America",-22.04291667,-43.76541667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,2.4,159.611,3.6,332,23.2,124.7,4.15,314.7,-1.96,17.8,423
33492,"Malta","South America",-21.59791667,-41.775278,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",4,26.4,46868.7,2.5,19,25.7,132.1,2.75,340.3,-3.93,10.3,539
29896,"Huaji","South America",-16.0416,-67.9566,"http://datasets.wri.org/dataset/globalpowerplantdatabase","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,34,526.463,13,507,22.7,127.5,3.7,180.6,-4.15,44.7,954
33386,"Cap√£o Preto","South America",-21.89859167,-47.77531667,"ANA","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,4.3,79.8404,0.5,43,23.4,112.7,3.4,262,-5.63,5.8,269
34284,"Km 10","South America",-25.07291667,-50.944444,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,2.8,1486.42,17.2,38,20.2,127.8,20,331.9,-5.45,12.6,318
34323,"Marrecas","South America",-24.864722,-51.36875,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,4.7,861.64,21.1,46,20.4,121.6,17.8,291,-6.25,15.1,415
31986,"Pedro Falco","South America",-15.17597992,-46.39581394,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.98,560.922,0,164,27.3,120.9,1.55,345.7,-5.76,17.9,291
34351,"Cantu","South America",-24.74375,-53.86041667,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,36.7,625.364,25.5,12,20.5,121.8,20.75,351.7,-7.07,6.5,247
33109,"Palmeiras","South America",-20.54861111,-47.81305556,"ANA","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,16.5,4639.46,0,13,24.5,106.9,3.25,286.3,-6.47,6.9,231
35578,"Abranjo Ii","South America",-30.83180583,-52.59736083,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,1.75,249.727,35.4,80,15.9,104.9,6.15,151.7,-4.66,13.4,281
34577,"Hervalzinho","South America",-26.75138889,-52.275,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,0.3,15.9136,52.9,306,18.9,148.3,91.85,366.9,-6.34,8.2,270
33277,"Cachoeira Santo Ant<U+00F4>nio","South America",-21.13572526,-43.95558763,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.696,462.796,0.5,64,22.4,112.3,3.1,466.2,-4.47,16,203
28237,"Paute Molino","South America",-2.833,-78.483,"","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,1075,17.1518,45.1,1644,20.1,81.7,56.35,235.6,3.17,71.7,953
32965,"Biboca","South America",-20.011111,-42.711111,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",4,57,10060.8,1,12,25.8,120.4,2.05,451.8,-5.22,31.3,337
35105,"Campos Novos","South America",-27.60408556,-51.32713278,"ANA, Aquastat","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,880,14410.3,36.2,29,17.4,116.9,71.75,209,-7.47,6.5,336
35754,"Casa De Piedra","South America",-38.25,-67.5,"Aquastat","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",8,60,48.0933,0.2,20,12.7,44.1,0.5,46.4,-1.5,0.7,160
35416,"Azambuja","South America",-28.5668637,-49.12250094,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.36,50.1568,32.4,227,20.2,127.7,18.45,203.1,-4.77,9.1,200
32770,"Mascarenhas","South America",-19.50048333,-40.91846389,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",4,198,74083.9,5.4,17,27,130.7,1.7,421.5,-4.82,22.6,453
28243,"Belo Monte","South America",-3.126389,-51.775,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,11233.1,0.643017,11.7,0,30.1,105.2,31.5,401.2,-3.55,85.2,135
34560,"Ponte Serrada","South America",-26.7691665,-52.0308335,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,2.9,748.862,39.3,12,18.2,142.7,82.25,331.7,-5.92,8.7,348
32495,"Fuma?a","South America",-18.35625,-42.07708333,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,8,3077.81,3.1,8,26.6,131.9,1.3,274.8,-3.9,24.2,357
34981,"F®¢brica","South America",-26.81588949,-51.01107785,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,0.344,552.704,22.7,12,17,132.7,78.15,225,-4.47,16.4,233
29809,"El Bala ","South America",-14.5473,-67.49791667,"International Rivers, Fundaci?n Proteger, and ECOA. Dams in Amazonia, http://www.dams-info.org/","record","A global boom in hydropower dam construction",4,1600,70098.9,33,7,27.8,126.7,3.65,404.3,-5.62,32.9,350
28260,"Numbala","South America",-4.33924,-79.0381,"science","record","Reducing adverse impacts of Amazon hydropower expansion",6,39.2,119.872,75.2,521,20.8,98.1,59.5,230.7,3.18,122.9,749
34009,"Guara®≤","South America",-23.33125,-46.68958333,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",6,5.8,393.266,3.5,76,20.6,101.4,4.9,392.1,-2.42,10.3,305
34503,"Palmital do Meio","South America",-26.01765021,-51.17333914,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,0.085,339.623,19.7,55,17.9,127.8,72.15,236.1,-5.37,17.4,281
28698,"salto_paraiso","South America",-9.95947,-56.9252,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,8,8792.03,0,13,31.3,133.1,6.55,499.6,-15.08,53.1,108
32829,"S?o Bento","South America",-20.31458333,-40.65625,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",5,16,1038.47,12.5,231,22.4,120.1,3.2,321.6,-4.14,44.4,504
34615,"Quebra Queixo","South America",-26.65774515,-52.54486182,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,120,2667.44,48.7,59,19.4,148,77.15,375.9,-6.99,7.8,274
34377,"Salto S<U+00E3>o Pedro","South America",-25.66095811,-51.96546989,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",5,0.76,3992.36,26.1,85,18.6,134.3,75.4,259.7,-6.66,16,245
28682,"Faxinal I","South America",-10.16620835,-59.45805897,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",4,2.788,15345.7,0,160,30.5,103.7,5,321,-8.17,80.3,181
32044,"Mestre","South America",-15.97803067,-55.35945024,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",7,2,43.5465,0,346,26.5,114.9,3.15,276.3,-6.07,13.7,324
28355,"Mayo_2","South America",-6.22661,-76.6823,"science","record","Reducing adverse impacts of Amazon hydropower expansion",4,345,8121.63,60,67,28.9,105.1,43.65,240.5,0.61,115.3,479
35778,"El Choc√≥n","South America",-39.2663,-68.7571,"http://globalenergyobservatory.org/geoid/42217","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,1200,55438.8,1.6,146,10.1,23.3,0.45,24.5,-1.68,0.6,647
32666,"Sumidouro","South America",-19.80120616,-42.30208571,"ANEEL,IBGE,ICMBio","record","Safeguarding migratory fish via strategic planning of future small hydropower in Brazil",6,2.12,489.4,1.1,126,24.7,120.9,1.95,447.8,-5.41,27.1,394
33502,"Baltazar","South America",-21.57291667,-42.14375,"http://sigel.aneel.gov.br/sigel.html","record","A global boom in hydropower dam construction",4,17.6,8509.84,2.7,10,25.4,125.5,3.15,478.1,-4.04,12.5,413
